,NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
447,210055807736,2022,5,F,1,2,1,1,2,1,,0,,,,,,,,3201308,Cariacica,32,ES,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,C,F,4,D,A,C,C,A,A,B,B,B,B,B,A,A,C,B,A,E,A,B,B
448,210057709500,2022,5,F,1,3,1,1,2,1,,0,,,,,,,,5107701,Rosário Oeste,51,MT,1,1,1,1,1085.0,1057.0,1068.0,1075.0,434.2,516.8,473.7,357.3,EAADBECCBBCBEEBEEEABBAAEAACEADAAADDCCCBCDADCD,AAEBACECCAAAAAEBAADDCAEDAEAAACADCECBACDDECCAC,BBACCBDDDEDADECDBBAABECABDDAAEEEAEEEADDCDAEAA,CAECEDDBBCDBDACCDABCDADBBBEADCDDCCECDABACECAC,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,80.0,80.0,80.0,20.0,360.0,B,E,A,A,5,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,A
449,210055245571,2022,2,M,1,1,1,2,0,2,1.0,0,4216602.0,São José,42.0,SC,2.0,1.0,1.0,4216602,São José,42,SC,1,1,1,1,1085.0,1057.0,1068.0,1075.0,443.2,575.7,376.3,510.2,ADEEBCCACCCADABBDAAEBCDADBBCCECBADBCACDAADBCD,DBCCAEDCDEAADCBDCAADBCCDDEBECBEECEADAEACBCCAC,ADACDBEDDECCBEECCBACEC*BACEAABCBEAAAAEEAACCAA,CEACCACAACECBEBDBCACBBDDDEADECCDCEEEBDCECECBD,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,140.0,200.0,140.0,180.0,160.0,820.0,E,F,F,F,3,C,A,B,C,B,A,B,B,B,A,B,A,A,C,B,A,C,A,B,B
450,210057402136,2022,10,F,1,1,1,1,7,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1189.0,1178.0,1182.0,1185.0,414.8,460.5,448.5,490.4,ADAEACEACAEABAECBEAEDABCDEDBACABDEACBEDACDBEB,ABDAAACBEDBDAEADCBAAEBDBAEADAABBADEACBEABAEBC,ADACACCACBACBADEACABEDACDABACBECAABBECAEBADBC,CDCAECBCECAEABABCEACEBCECBDCADEABCBEDCABDEDBD,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,80.0,40.0,40.0,100.0,40.0,300.0,B,B,B,B,1,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
451,210057407810,2022,7,F,1,2,1,1,4,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1088.0,1058.0,1067.0,1077.0,552.6,502.8,596.2,603.3,CDBBDACDDBECEDACADBBEDBDABEBDBCADDBBDADCEABDC,CEAEABECDDBADEACACABBEBCBEDDEADABACAEDBCBBCAD,DDBEDCACCDEDBDDCABDCEDEACACABBECCACBBDACDACCB,DCDCADBECDBCBECBDCCBCCBAAECDBDBDCCEDBDECDEBAC,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,200.0,120.0,120.0,120.0,680.0,C,C,C,B,3,D,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B
452,210055729923,2022,2,M,1,3,1,2,0,2,1.0,0,,,,,,,,2503704,Cajazeiras,25,PB,0,1,1,0,,1055.0,1065.0,,,559.6,479.4,,,ACAACDCCCEACECBECDDBCCDAAEEBBBDABADCCBEDABAEE,DDBBEDABADACDDECEBAAAEBEBCCCCBAAEDACDEAEBADAC,,0,,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,,1.0,100.0,120.0,120.0,120.0,100.0,560.0,C,E,F,B,4,B,A,C,C,B,A,B,B,A,A,B,A,A,B,A,A,D,A,B,B
453,210056370065,2022,15,F,1,1,1,1,16,1,,0,,,,,,,,2403608,Extremoz,24,RN,1,1,1,1,1085.0,1057.0,1068.0,1075.0,572.6,551.1,531.8,390.2,ADBBCDBEAAECBEAABCEEAAEDEBCECCCDADBBEDACCCDED,DBCAEBBCDADCBDEDACAAADEAADBBEBDEBAEDBEADAAEAB,CAECECECDABCACCBAAEAECEABACCEDEDEBEAEDBDDDAAC,DDCAEBDEDBAADEBDECEECABEABADBCEBCDDBCCBADBBDE,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,200.0,120.0,160.0,200.0,800.0,C,E,C,C,1,B,A,B,D,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B
454,210056150371,2022,11,F,1,1,1,1,9,1,,0,,,,,,,,2105302,Imperatriz,21,MA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,532.0,530.9,545.5,472.0,DDBDDCDBDCACDBCDCDECADCCEEAADECEDAEEBEACECDDB,ECDABEDCBDEBADEACACEAEACBAAAEBBCDCBACACBCADBD,DEDABADCCDABDAAACDACEAEBCCAECCCADDBCCEAAEECEB,AEEDBCDDEDCAEBACADDCDDCDDACBACCECBDEBBCCDDEDC,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,80.0,60.0,120.0,20.0,400.0,C,C,A,A,4,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,B
455,210056418011,2022,4,M,1,4,1,2,0,2,,0,,,,,,,,5210208,Iporá,52,GO,1,1,1,1,1086.0,1055.0,1065.0,1076.0,418.8,382.2,496.2,414.0,EBDEEDCDEACEBABEEDABDEEECCED..BEDADEDCEBEDAED,ADCDEBCDDCECDBADEBCEEDCAACBDEDCDEEDDECBDDEBCD,DDBBDECDABAEADEDDECAEECDCCBEEBAAEDBDDEDDACDED,DEEBBDCEBEDDECDCEDEBADD*DBECDEDCEBDDCEDECBECE,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,40.0,120.0,120.0,80.0,480.0,H,A,A,A,4,A,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,C,A,B,B
456,210057415117,2022,18,M,2,3,1,1,0,1,,0,,,,,,,,2611606,Recife,26,PE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,A,B,A,4,D,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,B,A,B,B
457,210056827112,2022,7,F,2,3,1,1,5,1,,0,,,,,,,,2928802,Santo Estêvão,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
458,210056452506,2022,8,M,1,2,1,1,3,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,B,B,A,2,A,B,B,B,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,B
459,210056765259,2022,6,F,1,4,1,1,1,1,,0,,,,,,,,2707701,Rio Largo,27,AL,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,E,B,B,4,E,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
460,210057592051,2022,11,F,1,3,1,1,2,1,,0,,,,,,,,1506807,Santarém,15,PA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,518.9,510.6,399.1,445.6,CBEDCCCBEAEDCBECCAECBBCBADBCCEEBECBAEDEDECECD,BEDDAAEACEEBAEDCBEADCCDBADDEAAEDDBCBCCAEBADCE,ACCCECAEDBEEBDEEDAACEEBBDCEBEECBAADAEAECEAB*A,CBCBDCDACBDADBBBCBBCACCDBECBCBCBBCEEBCCCDACAD,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,B,E,C,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,C,A,A,C,A,A,B
461,210054523211,2022,11,F,1,3,1,1,0,1,,0,,,,,,,,1506807,Santarém,15,PA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,399.8,486.2,370.3,456.1,ADBAECBDDCCCCCCACACCEEBDEBDCACDEBBCECBEBEBBED,DCBABADDBDEBAACDAEDEAEEAAADDAEDDCCCAABCCDAAEC,DCDCDACCBADCCAAABCECDAABCCBABCDCAEEEBAEBEDAAE,BBDCABDBDBEDEBACDEBAEDEACEDEBCBABDADAAAEEBCAE,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,40.0,100.0,120.0,160.0,520.0,B,C,D,C,1,B,A,B,C,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
462,210057657150,2022,4,M,1,3,1,1,2,1,,0,,,,,,,,1302603,Manaus,13,AM,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,D,C,B,6,B,A,B,C,A,A,B,B,B,A,A,A,A,C,A,A,D,A,A,B
463,210057984272,2022,3,F,1,2,1,2,0,2,1.0,0,3304557.0,Rio de Janeiro,33.0,RJ,1.0,1.0,1.0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1088.0,1058.0,1067.0,1077.0,534.1,610.0,537.9,514.3,BCAAAEBADAAACBEBBADBCACBBBECBECDCCECDBAACABCA,BBCAAEDBDECBDDACDCABABDCAEADAEDABEDEECAABBACD,AACEACCADDEEBDDEAAAAECEADAEADDCCBABBAABEDCCCD,DBACEAECAEEBDABDBAAACBAADCCAACBABABBDEACBEBAB,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,120.0,120.0,120.0,180.0,660.0,B,F,C,D,3,B,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,B,B,A,B
464,210055159609,2022,8,F,1,3,1,1,2,1,,0,,,,,,,,2303006,Caridade,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,B,F,A,3,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
465,210057393634,2022,3,F,1,2,1,2,0,2,1.0,0,,,,,,,,3520509,Indaiatuba,35,SP,1,1,1,1,1086.0,1055.0,1065.0,1076.0,463.8,549.5,524.6,587.8,EBDEEECABAACBBBBBDDCDACDCDBCEECBEBAADBBBBEDDE,CEABAEDADCABAABCDBBBCDEAAAEBABAEAAAECEDDEADCE,EAEAACCBAAABBBEEBCCDBECBCCBAEDCCDDBDDEAEEAECE,CCAAACDCECACCAEDDEECCEACBBACD*CCDADEAADADDADB,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,140.0,120.0,120.0,120.0,80.0,580.0,B,D,B,B,4,D,A,B,D,B,A,B,B,B,B,A,A,A,B,A,A,E,A,B,B
466,210055340031,2022,1,F,1,3,1,3,0,1,,1,,,,,,,,2210607,São Raimundo Nonato,22,PI,1,1,1,1,1085.0,1057.0,1068.0,1075.0,496.9,441.0,404.6,370.3,BACDDBEEAACBEACDCECBAADEBCCCDCEDCDCCEDDBCEBDB,CBDEBCDAEDACBDACDDABCEBDCEBCDBBBCCBBCCDDDEEDD,EBCDDDECDAACBCCAACDCCECCBAABBEACDADBBBECACDEA,CCEACCDBADBECACCCCDABEDEACCACBCDBEABDACABECDB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,120.0,120.0,40.0,520.0,C,D,B,A,6,B,D,B,D,A,B,B,A,B,A,A,A,A,B,B,A,D,A,A,B
467,210055855325,2022,14,M,2,3,1,1,0,1,,0,,,,,,,,3518800,Guarulhos,35,SP,1,1,1,1,1085.0,1057.0,1068.0,1075.0,437.6,468.1,497.3,412.5,EBCEEBEDAADBADDCCBDDBBBDCEEEADDACBBDACDCABACB,ECDCCABADDEBACBCCAEBCAABBADBABDDBEBBAACAECCAC,DDCADCCADACDADDAECCABEAACDACEBEAACDACDBEADECB,DDEBCCDBCCACBDEDDABABBCDEBCCCCEACCEDBBBDCBBCE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,120.0,120.0,120.0,600.0,A,B,C,B,3,C,A,B,B,A,A,B,B,B,A,A,A,A,B,B,A,B,B,A,B
468,210055649504,2022,5,F,1,3,1,1,2,1,,0,,,,,,,,3301009,Campos dos Goytacazes,33,RJ,1,1,1,1,1085.0,1057.0,1068.0,1075.0,680.1,682.4,616.3,761.2,ADEBDADEAACAEEBEEEDEABBCBCECEBEAEBDCEACCCDDBB,CBBCDBBCDEACDBECAAADBADDAEDCDBAECBDDACEDADAAB,BDECDCCCDACEBACBBEBAEECCBACAEEEBDCCDEDBEEDBAE,EBDADAEDAEBCDBDCDCCBCDCEABEABCABCEBEEDAEBACBE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,160.0,200.0,140.0,200.0,200.0,900.0,E,E,C,C,2,E,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
469,210057155787,2022,3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1501402,Belém,15,PA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,479.2,457.1,346.1,370.6,ACEBCCBADCDABDABDBABCDDCECCCBAADCACEBAEADBADB,BBBABACBBDCDBEECDABDBBDAAEDDBBDECCEABCBCDADDE,DAEABCEDBEDEAEDCECBDBABCBCEAACCACBEEEABAACBCE,CECCCDCBCAEEEEDCEBABDEBCDDAEDABBEDCBDCCABCDEC,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,100.0,120.0,80.0,520.0,D,E,B,F,13,B,A,B,E,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B
470,210055087112,2022,5,M,1,2,1,1,1,1,,0,,,,,,,,1501402,Belém,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,A,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,A
471,210054665753,2022,1,M,1,4,1,3,0,1,,1,,,,,,,,5220454,Senador Canedo,52,GO,1,1,1,1,1088.0,1058.0,1067.0,1077.0,573.9,572.2,491.7,645.3,CBADBCCEEAEEDDBCEABACBEEBBBCBCCBDCEACDDADACCD,BBCAAAEAAECECDDEACDBDADCACBDBEBACDCDECAABCDCD,ADDECCAABDBEDEDBCAAEECCDCBDAABEEDACEEBEADABAB,DDDCBCDCEABBDAABDBDEBDDADDBCDDEBCCEBBBEDEEDAC,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,100.0,140.0,120.0,120.0,140.0,620.0,D,D,C,C,4,D,A,B,C,B,A,B,B,A,A,B,A,A,B,A,A,C,A,A,B
472,210054889411,2022,12,M,2,1,1,1,14,1,,0,,,,,,,,2516201,Sousa,25,PB,1,1,1,1,1086.0,1055.0,1065.0,1076.0,482.2,524.7,535.3,461.0,DCECDEBCADBDBEACDDCBDADBACCCADEABCDEADCBDEBCA,AEACCEDDDBBACECBBABBCDEEACABCECADCBABBDCBBCCA,EDAAACDAADCCDBEABDCCBAEDCEBDDEAEADEDADCDBDEEA,DDABECDCEBDCBDCDCEBDCBAEDDABDDDCDDBAEDBCDCDDB,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,120.0,140.0,120.0,100.0,600.0,E,E,B,B,6,D,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,B,B
473,210056515328,2022,6,F,1,3,1,2,0,2,,0,,,,,,,,3522505,Itapevi,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,A,B,B,4,B,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,B
474,210055757060,2022,4,F,1,1,1,2,0,2,1.0,0,2513703.0,Santa Rita,25.0,PB,2.0,1.0,1.0,2513703,Santa Rita,25,PB,1,1,1,1,1085.0,1057.0,1068.0,1075.0,459.8,462.8,497.8,435.6,ABBECDACCDEDADCBECDDADEDACBCDCBDCABCECAAABDDD,DACEBDBCCABEDABAAAEAECBDCBDEACACDBECBDEABDEAC,ABBEECEDDBCCADCDBBBACEDADECEECEAACDBAEBEDCBCD,DBEAABCEBACEDCBCBEACAEBDACCDBDEDBEEBDACBCAABE,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,120.0,80.0,120.0,60.0,480.0,H,E,F,C,3,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,B,D,A,A,B
475,210057421097,2022,12,F,1,3,1,1,14,1,,0,,,,,,,,3549904,São José dos Campos,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,A,B,2,D,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
476,210056905279,2022,3,M,1,1,1,2,0,2,1.0,0,,,,,,,,4113304,Laranjeiras do Sul,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,501.2,368.5,439.6,526.7,ACDEBEAABDBCEACBBBCECCDEDBBBCEEBEEBADDCADADCD,EECEBEDABDBDEEEAEEBDADCEBAEDAAEDDBBECDDEABEEE,DACDBEEEAEAECABABDDEDBECEAACEBACDDBECDECBCCDD,CDCDEADBEAACECDEABCCCBEBCBBBBACEACCAEBCDDBEBD,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,80.0,60.0,60.0,80.0,20.0,300.0,E,G,A,D,1,B,A,C,C,C,A,B,A,C,B,A,A,B,B,A,B,B,A,B,B
477,210056725564,2022,15,F,2,1,1,1,12,1,,0,,,,,,,,3146107,Ouro Preto,31,MG,1,1,1,1,1085.0,1057.0,1068.0,1075.0,502.9,582.8,552.8,510.3,ACEAEDDCDAEBEBDAEAEAECDABACCACBAEDBBDADCACCCD,EADCEBBCDCADDDEDEAABEEDDAEBEABDEBCDBBAADBDEAB,BDDBDBAEDACCBCDBDEBABEDABACCEACBEEDACEBDBDEAA,CEDEABBCBEDEBBCBACCCCEAAECBBDCCACBDCAEEECABCB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,40.0,40.0,120.0,40.0,340.0,C,C,B,B,4,C,A,B,D,A,A,B,A,B,A,A,A,A,A,B,A,E,A,C,B
478,210057013739,2022,4,F,1,2,1,1,2,1,,0,,,,,,,,3550308,São Paulo,35,SP,1,1,1,1,1087.0,1056.0,1066.0,1078.0,514.1,573.6,556.9,503.1,DDEDABBCDDAADAEDBBCABDACADAABEBDABBCAEDAAEECD,EADCBBDEBCEDEBEAEACDACAACCDAABBCDDEABEEDAAABB,BAEAADDBBAEAAECEADBCAECAECBAEEEAEDBCBBABEECBA,BBEBECBCDCBEEDBCBCBCCDDBADBACBDEEDCABADBDBDBB,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,200.0,120.0,140.0,120.0,680.0,E,E,B,B,4,E,A,C,C,B,A,B,B,B,A,B,A,A,B,A,A,E,A,B,B
479,210056712599,2022,3,F,1,3,1,2,0,2,1.0,0,,,,,,,,4314902,Porto Alegre,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,F,B,3,A,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,D,B,A,B
480,210055266398,2022,13,F,1,1,1,3,0,1,,1,,,,,,,,3301900,Itaboraí,33,RJ,1,1,1,1,1085.0,1057.0,1068.0,1075.0,378.4,543.8,532.1,402.5,EECDBEDCECBBADBBEBCEAADECCDEDAEBABBCCBDDDDECD,BADCAEECABDACADDAAEBDADDEEABABDECBAEACDCADAAC,AAAAEAACDECABACBACCADEAAACCADEEBACAAACBDDDBAB,DECEEABBABDDBBDDEABADAEACBDACCAECCECEACBDACAE,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,140.0,120.0,100.0,120.0,60.0,540.0,H,D,F,B,5,A,A,B,B,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,A
