,NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
271,210056286084,2022,5,F,1,3,2,1,1,1,,0,,,,,,,,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,474.9,477.9,469.7,422.8,CEDBEDBAEAEEBDADAADABBD*EBAEBBCEAEBCDCBABABCB,EBDDAEEEDBAEAEBBDAACEABCECACAEABBEADEBAEBDCAA,DABEBEAECDBDDDABCEABEAAADAEBBACCEADBDDBAACBCE,ABCDADEBCBACCDDACCBBADCEEAEAAADBBDDEDBBDEECEB,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,80.0,120.0,80.0,80.0,60.0,420.0,C,E,D,B,5,D,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
272,210055176333,2022,12,M,3,3,1,1,12,1,,0,,,,,,,,2926004,Remanso,29,BA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,414.1,569.2,553.0,608.1,DBADBBBCDBDBEBCCCADEACCDCABCCABAEABBAABCBBBCE,DAAABECDADEBCCDACDABACACAEEAABACDDEABABDAAAEC,AEEDADDBCAEAEAADAEECEAEAEBBAADBACDBCBEEBEEDBB,CECBACABDBCEBADCCDADCABBCADCDBBBAECBDAAADCBEA,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,120.0,80.0,120.0,80.0,500.0,B,B,B,B,4,C,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,D,A,B,B
273,210055813660,2022,7,M,1,0,1,1,2,1,,0,,,,,,,,3205309,Vitória,32,ES,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,F,C,9,B,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,D,A,B,B
274,210056825126,2022,3,M,1,3,1,3,0,1,,1,,,,,,,,1501402,Belém,15,PA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,408.8,447.4,417.5,490.9,CDCCECCBABEACABCBCABDDCCBCEAEDBCEEDEACDBCBCDA,BBCDDDAEECEBAAEADEABEDACDEACDAEBADDBBBEDBCEEA,DDDACAEADACDBADBAEDBCEACCACBDCBBCADCAAAEDBDAC,CBCAEDDECCABBBECDACCEDCECDBADAABCDDBDCBCCDAEA,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,100.0,160.0,100.0,120.0,0.0,480.0,C,D,C,B,7,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
275,210057425381,2022,11,F,0,2,1,1,10,1,,0,,,,,,,,3529005,Marília,35,SP,1,1,1,1,1087.0,1056.0,1066.0,1078.0,500.8,447.2,518.2,435.6,DDEDCAACACAABECDECAEBDDDBEDEEEBDEDAEEEBABEDEB,DBEECECDABEBAACDDBECABDEDADCDADEDAAADCBCBEAEC,CCCDBADBCADDCECAADEDECEDACBACAAACDBCDEAECECED,BDDBABDAABADDCADCDABEAEACAEADDACBBEBEBAABCAAD,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,120.0,120.0,0.0,480.0,B,B,F,B,4,C,A,B,C,A,A,B,B,A,A,B,A,A,B,A,B,C,A,A,B
276,210055451418,2022,2,F,1,1,1,3,0,1,,1,,,,,,,,2300309,Acopiara,23,CE,1,1,1,1,1086.0,1055.0,1065.0,1076.0,476.5,473.8,484.5,445.0,EBDACECBBAAEAACDAEEABCEBAEBADEDABCEADDDADBEBC,ACACADDDACACDBBCDBABBBEBAEDDAEADACEBCEEAAEBCA,BCBADEBBAEDBDEEAECCCDAEEBCEBDAADEDEDCBADBAEEB,ABEDCBDEECADEDEEBDDAEAECBECEABBEADACDECDAEBDD,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,120.0,140.0,120.0,140.0,640.0,C,D,A,A,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
277,210057781005,2022,11,M,1,1,1,1,12,1,,0,,,,,,,,3162500,São João del Rei,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,B,B,A,1,B,A,B,A,A,B,B,A,B,A,A,A,A,A,A,A,B,A,B,B
278,210057584096,2022,14,F,1,2,1,1,16,1,,0,,,,,,,,2910800,Feira de Santana,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
279,210056335549,2022,11,F,1,5,1,1,9,1,,0,,,,,,,,2603009,Cabrobó,26,PE,1,1,1,1,1085.0,1057.0,1068.0,1075.0,425.1,477.0,383.7,384.6,BACCACEDACCBCABABCACCABDCDBEBDAEADCCAADDEACDE,AACCACBBDCAACCBAADECBCAEDBABADEEADECECAACBCAC,AACEBDBABADCDBEABCAABBECABCCEAADEADAACEADBCBA,BAECEADB*BCAABCCACABBEAABABCEBABCAEBCACAAEBDE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,80.0,120.0,80.0,100.0,80.0,460.0,H,H,A,A,9,B,A,B,C,A,B,B,A,A,A,A,A,A,A,A,A,C,A,A,B
280,210057942667,2022,8,F,1,1,1,1,4,1,,0,,,,,,,,5212501,Luziânia,52,GO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,B,B,3,D,A,B,C,A,B,B,A,B,A,A,A,A,A,A,A,D,A,A,B
281,210055317449,2022,12,F,1,3,1,1,13,1,,0,,,,,,,,3170701,Varginha,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,A,B,F,A,1,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,B,A,B,A
282,210054971676,2022,9,F,1,4,1,1,2,1,,0,,,,,,,,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,C,D,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
283,210056708656,2022,15,F,3,3,1,2,0,2,,0,,,,,,,,4113700,Londrina,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,402.4,474.6,391.3,405.5,ADAAEBEEADDDEAEBEBAEADCEBBBBEACEADACBCAAEDABC,ACACEDDEEEACABEEAEABCDBABEEADDAEEDEEEADDDCDEE,DCDEACEDCAABDBCACCBAEBCCCDAAAACAADBABBEDEAEBC,ADCBEDBEEAEEAAEAAACAEEAAAABEADEBABEDEADEAEADA,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,100.0,120.0,100.0,100.0,0.0,420.0,H,F,F,D,3,C,A,B,B,A,A,B,B,B,A,B,A,A,B,A,A,D,B,A,B
284,210057564473,2022,4,F,1,1,1,1,1,1,,0,,,,,,,,2304400,Fortaleza,23,CE,1,1,1,1,1088.0,1058.0,1067.0,1077.0,499.8,595.8,591.9,613.2,BDEACDCEDDBBCAABCDADEBDABCECDEDBCBEADDBBECEDC,BEDAAAEDEECBEDDADEAADEDCECADEDAABBADEDEDBDACA,CDBEDCADBDBDBACCAEAEECAABADAECEDEACDBABBDECCC,DDAEEDBDCBABBEAEDAADCCDEEDECACECDBBCABCADECAB,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,140.0,180.0,140.0,160.0,160.0,780.0,E,E,C,C,2,B,A,B,B,A,A,B,B,A,A,B,A,A,B,A,A,B,A,A,B
285,210056776676,2022,4,F,1,3,1,1,1,1,,0,,,,,,,,1600303,Macapá,16,AP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
286,210057873446,2022,11,M,1,4,1,1,0,1,,0,,,,,,,,2907301,Castro Alves,29,BA,1,1,1,1,1085.0,1057.0,1068.0,1075.0,415.4,493.3,459.2,464.7,ECDABEDAAEBBACCBEDEAACAABACBDBCEAABCBBAABEDDD,ECACBEEECCADDCDCAACEECADEADAABEAAEDEAEDAABDAC,EACAECBABBCDEACADEAACEBEBADAECABAAABEBACAECAC,BBECBBAECCABBDBAADCBBDCBBCDEDBADABEBCAAECABEB,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,120.0,120.0,120.0,120.0,580.0,B,B,A,A,6,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
287,210056064010,2022,2,M,1,3,1,2,0,2,1.0,0,3529302.0,Matão,35.0,SP,2.0,1.0,1.0,3522703,Itápolis,35,SP,1,1,1,1,1085.0,1057.0,1068.0,1075.0,490.8,621.5,622.5,666.2,EBDABDEBACBAAAAABCDCDDBDECCCDBCBAABCEBAACDCAA,EBECABEADCACDBBCEABDBBDDAECBDBEEABDAAEADADEAB,BDECDCBCDCCADACBBABADEDACACAECEBEAECADBDBDEAB,CEDBDEABDDBDCEBDBBCABDAEABCCBCABCBBAEDDEBADBB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,200.0,120.0,140.0,160.0,740.0,F,E,D,D,3,G,A,D,D,B,A,B,B,B,A,B,A,B,B,B,A,E,A,D,B
288,210054708076,2022,11,F,1,1,1,1,10,1,,0,,,,,,,,3509502,Campinas,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,A,F,2,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
289,210054670484,2022,4,M,1,3,1,1,2,1,,0,,,,,,,,5221858,Valparaíso de Goiás,52,GO,1,1,1,1,1088.0,1058.0,1067.0,1077.0,456.3,468.3,497.1,586.3,CDDABCBEABCDBDBBCDABBBDDACEAABCCABECDBBDBBDAE,BEDAAACDACCEACABCAABEBAEDAADBCCBEAADAABAECDBE,BDBDDDEBAAEBADCADBACEDEAEAEBDDEBEABACABADECCA,CCBAACDBCDABBBABDACCCCCDCCDECDDCCADECACAEECAC,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,100.0,120.0,120.0,120.0,120.0,580.0,H,E,F,B,4,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
290,210054793149,2022,3,F,1,1,1,1,1,1,,0,,,,,,,,4309209,Gravataí,43,RS,1,1,1,1,1086.0,1055.0,1065.0,1076.0,511.2,512.8,550.4,485.0,ABBADECEBACCDACBEDCCAEBDCACECDAEECDCBDCDEACCC,AAACADAADEBCECBEDBAABEEBAAECADCABDCEBED*CBBCD,DCBDDABBAEABCDACBECCBAEECEBDCABAACCCAACCECCCB,DACDBCCEECCCCECEDDCCBDCBADBBCBDBDBCCDCBDEDEAD,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,160.0,100.0,120.0,120.0,620.0,C,C,D,B,4,E,A,B,D,C,A,B,B,B,A,A,A,A,C,A,A,E,A,A,B
291,210057362054,2022,12,F,1,1,1,1,15,1,,0,,,,,,,,3303302,Niterói,33,RJ,1,1,1,1,1085.0,1057.0,1068.0,1075.0,525.6,601.9,608.8,479.1,EDCCBEDEAEEABCBEBBEEAADACACCCBDDCECCABECCBDED,DBACBBBDDCDBDDECACADBADDAEDABBAEBCDDBECDAECAB,BCEDDCBCDECCDACBACAABEBDBACECDEBECDCADBDBDBAA,BBDAEABCEDEEAEEDACEECBCEAABDADBACCECBCAEAEDAE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,160.0,120.0,120.0,60.0,580.0,E,G,D,D,4,D,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,C,B,A,B
292,210057540268,2022,8,F,1,3,1,1,5,1,,0,,,,,,,,3143302,Montes Claros,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,C,A,A,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,B,B,B
293,210057925952,2022,6,M,1,3,1,1,4,1,,0,,,,,,,,2307304,Juazeiro do Norte,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,B,A,A,4,B,A,C,D,A,B,B,B,A,A,A,A,A,A,A,A,C,A,B,B
294,210054800808,2022,12,F,0,3,1,1,0,1,,0,,,,,,,,2921708,Morro do Chapéu,29,BA,1,1,1,1,1086.0,1055.0,1065.0,1076.0,484.6,497.3,484.0,369.9,CEAACEBABAEDEACDEEEBCABACBDBEEAAACDBCABBEADDB,AAADCADADBBEDCBEACABADECABECADCBDAEDEBEABCBDA,EDBAAEEBABADDEEABDADDACECDDBEDCCDDEDABCDEEDCB,AECADBEADCECDAACEADBDCDEBDBCDABDCADDAECECCCBE,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,160.0,200.0,140.0,160.0,200.0,860.0,B,E,A,A,2,B,A,C,D,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
295,210057782652,2022,9,F,1,3,1,1,7,1,,0,,,,,,,,2608909,Limoeiro,26,PE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,B,B,1,D,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,B
296,210055456842,2022,3,F,1,3,1,2,0,2,1.0,0,2704302.0,Maceió,27.0,AL,2.0,1.0,1.0,2704302,Maceió,27,AL,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,B,F,2,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B
297,210055278087,2022,3,F,1,1,1,1,1,1,,0,,,,,,,,4106902,Curitiba,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,544.1,519.9,486.1,590.4,ADBDCAEAD.CDADABBCDCADEEDCABDCEBCDEBBBDECCCDE,BAACADEBDBACCABCECEDACDDBEBAEBACAEBBAABECADAB,DDEBACBADCEADACCAABAEEAACACBCBEDAECBEDCCEACAB,BDDAEBCADCBDAECACBDABACECADCADAECCBABDDEAACDB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,140.0,120.0,140.0,140.0,640.0,E,E,C,C,4,H,A,C,C,C,A,B,B,B,A,B,A,B,C,B,B,E,A,B,B
298,210057672527,2022,11,F,2,3,1,1,8,1,,0,,,,,,,,5107040,Primavera do Leste,51,MT,1,1,1,1,1086.0,1055.0,1065.0,1076.0,451.8,519.2,407.2,414.8,EBCADB..BAECEECBBBEDACBAABCBDEDBEBAABEECEAAEE,CEABBADAEBACEBAEBABBAAABAEAACBCDBCEADACDBADBA,BECBDBAEDECDDDEBCEBBEBCCCCCEDABCEDECDDADBABAD,EACEBCBECDBDCBBDDBCECAACAAADDEBBBDADDEACCABAE,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,100.0,120.0,80.0,100.0,0.0,400.0,A,A,A,A,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
299,210057450769,2022,3,F,1,1,1,3,0,1,,1,,,,,,,,3550308,São Paulo,35,SP,1,1,1,1,1087.0,1056.0,1066.0,1078.0,490.0,537.6,555.6,505.9,ABADCCACAAACBABABBCCDADBEECEBEBCDABCAEBDBECCB,DCAABCDEBEEBBDACEAEBABADAAAEABEDEACACCECAAADB,DABAADDACAAAEECEADABEBEAACBAEEBABDACCBABAECDA,BBECABCBABCDDCBDBDEDBADCABBBDEBDBDBBBABCDAEEA,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,140.0,200.0,120.0,140.0,180.0,780.0,E,E,B,C,4,D,A,D,E,A,A,B,B,B,A,B,A,A,C,A,A,E,B,C,B
300,210055903495,2022,4,M,1,1,1,1,1,1,,0,,,,,,,,3550308,São Paulo,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,C,B,3,B,A,B,C,A,A,B,A,B,A,B,A,B,B,B,A,D,A,A,B
301,210054733092,2022,11,M,2,1,1,1,11,1,,0,,,,,,,,2313302,Tauá,23,CE,1,1,1,1,1087.0,1056.0,1066.0,1078.0,586.5,658.9,611.7,583.8,DBCCDBDBBCAABACBADBCCDDBCCAEDDAACDBCDAEABBBEB,EDBEBADDAAECABBACAEDAECDDEEDADDDDDEABEEDAAADB,DCEAADDBCADBDAAAADCCCBECBCBEBBBADAECBCABEECBB,BAEAACCEDBBABCDCEEACDBAABACDBBBDBCABDBBABABCD,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,160.0,120.0,160.0,180.0,740.0,B,E,A,A,2,D,A,B,C,A,C,B,A,A,A,A,A,A,A,A,A,C,A,B,B
302,210057783552,2022,12,F,3,3,1,1,5,1,,0,,,,,,,,3205309,Vitória,32,ES,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,C,B,3,D,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,B,B
303,210054616419,2022,4,F,1,2,1,1,1,1,,0,,,,,,,,1501402,Belém,15,PA,1,1,1,1,1087.0,1057.0,1068.0,1078.0,474.0,503.8,529.0,521.9,DAAAABAEEAABDCCBCAEBCDDCDEBEBEADBADBEECCAACAA,BABCEBEBDDEEDEDDABAEBADDEACCEAEBCBDAAAAAECCAC,AACAECCCDADAEDCBDABBBEDEBAEABCCBEADBAADDCECAE,DEEAECABABCCECCCCADDEEABCBCBDAABBABDABDEDBBCC,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,100.0,200.0,120.0,160.0,180.0,760.0,E,C,A,B,5,C,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,C,A,A,B
304,210056750346,2022,11,F,1,1,1,1,12,1,,0,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1187.0,1177.0,1181.0,1183.0,448.3,474.4,540.9,484.0,DBADBABCAEBBCCEDEDEDBCEDCBEDEDBEDDCDEADCDCBDA,ACEDEDECBDDEDADCCAEDECABCCAEDBDEACCDAAEDCBAAB,CACADCCCDACABACBBDAAEDEEDAABEBEDACDECEBDBDEAE,DDAADEBADCECAEBAECBDDDCBBEDCAEDADEEABDCEAECDA,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,140.0,120.0,60.0,560.0,E,E,D,C,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
305,210057601747,2022,6,M,1,1,1,1,3,1,,0,,,,,,,,2211001,Teresina,22,PI,1,1,1,1,1088.0,1058.0,1067.0,1077.0,563.5,568.7,426.9,494.1,BDCDECCDEEEE.BAADBADBDCDCBAABECCD.ACC.BCDD.C.,DBDADA.B.DCBBBDBAEACB.ACACDDAAEABAEDEDBCBAABA,CBED.DACBDBBDEDEBDBCABAEEADCAD.A.A.BCAAEE.CCA,DECDEDC.AC.BBEDDC.DC.C.CDCACD.EBAADBAC.ABEBCD,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,140.0,120.0,140.0,140.0,120.0,660.0,D,E,C,D,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
306,210055993347,2022,5,M,1,1,1,1,2,1,,0,,,,,,,,3501905,Amparo,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,A,B,B,3,F,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,B
307,210057783064,2022,2,M,1,2,1,3,0,1,,1,,,,,,,,2930204,Sento Sé,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,7,B,A,B,D,A,B,B,A,B,A,A,A,A,B,B,B,D,A,A,B
308,210056202134,2022,5,M,1,1,1,1,2,1,,0,,,,,,,,2312908,Sobral,23,CE,1,1,1,1,1086.0,1055.0,1065.0,1076.0,575.9,578.8,597.2,628.0,EBCACEBACECDAACCDEEBBCAAABBEEBDEACDBDABDDABAE,DEAAAADBEEAAECBEBDCBBDDAAEBECEAABAECAEDDDBDEA,DCBDAEBAACABBBBDABCABEEECCBDDBAAEDBAACAEBDEAC,BBCADCABEDACDDBBBCECBBCDCDBCBCABCADCBCAAEDBBC,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,120.0,100.0,120.0,100.0,560.0,E,E,B,B,5,C,A,C,C,A,B,B,B,A,A,B,A,A,B,A,A,D,A,B,B
